,res,start,end
rhizobial,59,1950,2008
ribcage,59,1950,2008
ribsy,59,1950,2008
ricciuti,59,1950,2008
ricki,59,1950,2008
ricostruzione,59,1950,2008
ridderbos,59,1950,2008
rimpoche,59,1950,2008
risalah,59,1950,2008
rittel,59,1950,2008
rizza,59,1950,2008
robichaud,59,1950,2008
robotic,59,1950,2008
robotics,59,1950,2008
rochin,59,1950,2008
rodolpho,59,1950,2008
roguin,59,1950,2008
roisin,59,1950,2008
roks,59,1950,2008
rolloff,59,1950,2008
rollout,59,1950,2008
roquentin,59,1950,2008
rosalina,59,1950,2008
rosebrough,59,1950,2008
rosow,59,1950,2008
rotberg,59,1950,2008
roton,59,1950,2008
rtm,59,1950,2008
ruaha,59,1950,2008
ruc,59,1950,2008
rungwe,59,1950,2008
rwc,59,1950,2008
sachiko,59,1950,2008
sadanand,59,1950,2008
saffar,59,1950,2008
safiya,59,1950,2008
sagada,59,1950,2008
sagehood,59,1950,2008
sahin,59,1950,2008
sainik,59,1950,2008
sajjad,59,1950,2008
samsaric,59,1950,2008
sandner,59,1950,2008
sangat,59,1950,2008
sant'agnese,59,1950,2008
sarath,59,1950,2008
sarki,59,1950,2008
sartono,59,1950,2008
satguru,59,1950,2008
satir,59,1950,2008
satyanarayan,59,1950,2008
saudia,59,1950,2008
saudis,59,1950,2008
savitz,59,1950,2008
sayegh,59,1950,2008
scacchi,59,1950,2008
scaglia,59,1950,2008
scapegoated,59,1950,2008
schadler,59,1950,2008
scheidel,59,1950,2008
schistes,59,1950,2008
schizophreniform,59,1950,2008
schlein,59,1950,2008
schmiedebergs,59,1950,2008
schnapp,59,1950,2008
schoenwald,59,1950,2008
schooneveld,59,1950,2008
sciama,59,1950,2008
scintillators,59,1950,2008
sclafani,59,1950,2008
scyliorhinus,59,1950,2008
sdt,59,1950,2008
sealable,59,1950,2008
sedat,59,1950,2008
sedona,59,1950,2008
sekali,59,1950,2008
selatan,59,1950,2008
selfactualization,59,1950,2008
sellassie,59,1950,2008
semas,59,1950,2008
seneviratne,59,1950,2008
seong,59,1950,2008
sergii,59,1950,2008
sesheke,59,1950,2008
setlow,59,1950,2008
seung,59,1950,2008
sexualities,59,1950,2008
sha'b,59,1950,2008
shabbes,59,1950,2008
shajapur,59,1950,2008
shakur,59,1950,2008
shammas,59,1950,2008
shantaram,59,1950,2008
shawa,59,1950,2008
she'arim,59,1950,2008
sheh,59,1950,2008
shi'is,59,1950,2008
shibatani,59,1950,2008
shikimic,59,1950,2008
shivas,59,1950,2008
shriman,59,1950,2008
shriram,59,1950,2008
shrl,59,1950,2008
shrublands,59,1950,2008
shtetl,59,1950,2008
shugar,59,1950,2008
shvarts,59,1950,2008
sideeffects,59,1950,2008
sieburth,59,1950,2008
siedlecki,59,1950,2008
siegenthaler,59,1950,2008
silom,59,1950,2008
sinuiju,59,1950,2008
siperstein,59,1950,2008
siyasi,59,1950,2008
sjc,59,1950,2008
sjoquist,59,1950,2008
skinfold,59,1950,2008
skou,59,1950,2008
slimbridge,59,1950,2008
slna,59,1950,2008
sluckin,59,1950,2008
smersh,59,1950,2008
smpte,59,1950,2008
sneakily,59,1950,2008
sneevliet,59,1950,2008
softcover,59,1950,2008
solignac,59,1950,2008
soltis,59,1950,2008
soly,59,1950,2008
somani,59,1950,2008
somatotropin,59,1950,2008
soran,59,1950,2008
soraya,59,1950,2008
sourkes,59,1950,2008
sozzini,59,1950,2008
spacesuits,59,1950,2008
spanda,59,1950,2008
sphingolipids,59,1950,2008
sphota,59,1950,2008
spinoff,59,1950,2008
spinoffs,59,1950,2008
spinrad,59,1950,2008
spodoptera,59,1950,2008
spyer,59,1950,2008
spécificité,59,1950,2008
squamocolumnar,59,1950,2008
srate,59,1950,2008
srikakulam,59,1950,2008
srm,59,1950,2008
stallone,59,1950,2008
statewise,59,1950,2008
steenbergen,59,1950,2008
stellan,59,1950,2008
stember,59,1950,2008
stereomicroscope,59,1950,2008
stiffed,59,1950,2008
stoler,59,1950,2008
storry,59,1950,2008
stratégie,59,1950,2008
straughan,59,1950,2008
studds,59,1950,2008
suara,59,1950,2008
suatu,59,1950,2008
suazo,59,1950,2008
subanun,59,1950,2008
subbands,59,1950,2008
subcommands,59,1950,2008
subfertile,59,1950,2008
subfertility,59,1950,2008
subhag,59,1950,2008
subiculum,59,1950,2008
subproblem,59,1950,2008
subrahmanyam,59,1950,2008
sukumaland,59,1950,2008
sulaco,59,1950,2008
sulawesi,59,1950,2008
sumatera,59,1950,2008
sumitro,59,1950,2008
sumiya,59,1950,2008
sunkel,59,1950,2008
supertanker,59,1950,2008
supposit,59,1950,2008
supranationality,59,1950,2008
svennerholm,59,1950,2008
svp,59,1950,2008
swados,59,1950,2008
synchronizations,59,1950,2008
só,59,1950,2008
sørensen,59,1950,2008
taching,59,1950,2008
tahan,59,1950,2008
taharqa,59,1950,2008
taichung,59,1950,2008
taksim,59,1950,2008
taksin,59,1950,2008
tandi,59,1950,2008
tanny,59,1950,2008
taoyuan,59,1950,2008
tapani,59,1950,2008
tapies,59,1950,2008
taton,59,1950,2008
tattooist,59,1950,2008
tawang,59,1950,2008
taye,59,1950,2008
tayeb,59,1950,2008
tbp,59,1950,2008
tck,59,1950,2008
teabags,59,1950,2008
tejano,59,1950,2008
telco,59,1950,2008
televisión,59,1950,2008
tellis,59,1950,2008
tempat,59,1950,2008
tengku,59,1950,2008
tentang,59,1950,2008
terblanche,59,1950,2008
termos,59,1950,2008
terrans,59,1950,2008
testimonianza,59,1950,2008
tetracycline,59,1950,2008
tetrakis,59,1950,2008
tette,59,1950,2008
thami,59,1950,2008
thermus,59,1950,2008
theropods,59,1950,2008
thorat,59,1950,2008
thurow,59,1950,2008
tias,59,1950,2008
timiras,59,1950,2008
timonen,59,1950,2008
tinti,59,1950,2008
tinubu,59,1950,2008
tipps,59,1950,2008
tiryakian,59,1950,2008
tlp,59,1950,2008
todorovic,59,1950,2008
toer,59,1950,2008
tolz,59,1950,2008
toorn,59,1950,2008
tophaceous,59,1950,2008
topkapi,59,1950,2008
trachomatis,59,1950,2008
transcultural,59,1950,2008
transferases,59,1950,2008
trechsel,59,1950,2008
troped,59,1950,2008
tsali,59,1950,2008
ttv,59,1950,2008
tugen,59,1950,2008
tuhan,59,1950,2008
tunku,59,1950,2008
tuppy,59,1950,2008
turcan,59,1950,2008
tutsi,59,1950,2008
tuzo,59,1950,2008
tysons,59,1950,2008
tão,59,1950,2008
têm,59,1950,2008
uap,59,1950,2008
udagawa,59,1950,2008
uic,59,1950,2008
ujong,59,1950,2008
ultrafast,59,1950,2008
ultramicrotome,59,1950,2008
ummz,59,1950,2008
undertreated,59,1950,2008
unifocal,59,1950,2008
uniparental,59,1950,2008
unproblematically,59,1950,2008
unthreatening,59,1950,2008
uop,59,1950,2008
uphaus,59,1950,2008
upsaliensia,59,1950,2008
upstaged,59,1950,2008
upt,59,1950,2008
upwelled,59,1950,2008
ureterosigmoidostomy,59,1950,2008
uricosuric,59,1950,2008
usaha,59,1950,2008
usgpo,59,1950,2008
uspd,59,1950,2008
utara,59,1950,2008
uvw,59,1950,2008
valmet,59,1950,2008
valuefree,59,1950,2008
valuev,59,1950,2008
valvotomy,59,1950,2008
vanel,59,1950,2008
vbc,59,1950,2008
vekhi,59,1950,2008
vendeur,59,1950,2008
venezky,59,1950,2008
verginius,59,1950,2008
verhaltensweisen,59,1950,2008
verinder,59,1950,2008
vernant,59,1950,2008
vessey,59,1950,2008
vestergaard,59,1950,2008
vidich,59,1950,2008
vidicon,59,1950,2008
vidyapeeth,59,1950,2008
vinicio,59,1950,2008
vishniac,59,1950,2008
visitatio,59,1950,2008
vitellozzo,59,1950,2008
vjesnik,59,1950,2008
voenno,59,1950,2008
voland,59,1950,2008
vriend,59,1950,2008
vrindaban,59,1950,2008
vsnkh,59,1950,2008
vsp,59,1950,2008
vtsik,59,1950,2008
wael,59,1950,2008
waldvogel,59,1950,2008
wanchoo,59,1950,2008
waterflood,59,1950,2008
weightlifters,59,1950,2008
wellresearched,59,1950,2008
wesolowski,59,1950,2008
wess,59,1950,2008
westcoast,59,1950,2008
westmead,59,1950,2008
wethington,30,1950,1979
whanau,59,1950,2008
wheater,59,1950,2008
wickberg,59,1950,2008
wijnen,59,1950,2008
wingren,59,1950,2008
winick,59,1950,2008
witkiewicz,59,1950,2008
wobst,59,1950,2008
wollmann,59,1950,2008
womanizing,59,1950,2008
workflow,59,1950,2008
workover,59,1950,2008
wukari,59,1950,2008
xps,59,1950,2008
y'u,59,1950,2008
yakan,59,1950,2008
yanaconas,59,1950,2008
yangshao,59,1950,2008
yapese,59,1950,2008
yasar,59,1950,2008
yash,59,1950,2008
yesu,59,1950,2008
yetzer,59,1950,2008
yoon,59,1950,2008
younes,59,1950,2008
youngner,59,1950,2008
yurii,59,1950,2008
zail,59,1950,2008
zamiatin,59,1950,2008
zas,59,1950,2008
zeitoun,59,1950,2008
zenz,59,1950,2008
zhou,59,1950,2008
zhukovskii,59,1950,2008
zielona,59,1950,2008
zitat,59,1950,2008
zohary,59,1950,2008
zoran,59,1950,2008
zoysa,59,1950,2008
zubek,59,1950,2008
zukowski,59,1950,2008
zussman,59,1950,2008
água,59,1950,2008
äußerungen,59,1950,2008
élevage,59,1950,2008
équipements,59,1950,2008
